beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
Butterbeer,Hog's Head Pub,Non-Alcoholic Beer,0,0,,Warner Bros. Studio Tour London - The Making of Harry Potter,Leavesden Green,Hertfordshire,United Kingdom,51.6895,-0.419315,4.5,25/07/2014 22:23,https://untappd.com/c/102092327,https://untappd.com/beer/81545,https://untappd.com/brewery/8249,United States,Orlando,FL,,,,102092327,81545,8249,,0,0,,0,0
Xmas Donkey (2014),Santorini Brewing Co.,Dark Ale,0,0,,,,,,,,3.5,27/07/2014 15:37,https://untappd.com/c/102770140,https://untappd.com/beer/683124,https://untappd.com/brewery/19919,Greece,Σαντορίνη,84700,,,,102770140,683124,19919,,0,3.55,,0,0
Maisel's Weisse Alkoholfrei,Brauerei Gebr. Maisel,Non-Alcoholic Beer,0,10,,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,4.25,29/05/2015 21:38,https://untappd.com/c/187429640,https://untappd.com/beer/78975,https://untappd.com/brewery/209,Germany,Bayreuth,Bayern,,,,187429640,78975,209,https://untappd.s3.amazonaws.com/photo/2015_05_29/67755e69544e51d78b8c3b8ce14713c2_raw.jpg,3.18,3.2,,0,0
Bitburger Pils 0.0 Drive,Bitburger Brauerei,Non-Alcoholic Beer,0,25,,The John Baird,Muswell Hill,Greater London,United Kingdom,51.5904,-0.147036,3,30/05/2015 20:32,https://untappd.com/c/187952939,https://untappd.com/beer/46303,https://untappd.com/brewery/131,Germany,Bitburg,Rheinland-Pfalz,,,,187952939,46303,131,https://untappd.s3.amazonaws.com/photo/2015_05_30/e82c5a13abbe799e5842eb6a8b687036_raw.jpg,2.23,2.3,,0,0
"VELTINS Pilsener alkoholfrei 0,0%",Brauerei VELTINS,Non-Alcoholic Beer,0,0,,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,2.75,27/06/2015 22:16,https://untappd.com/c/197446242,https://untappd.com/beer/87363,https://untappd.com/brewery/207,Germany,Meschede,Nordrhein-Westfalen,,,,197446242,87363,207,https://untappd.s3.amazonaws.com/photo/2015_06_27/a7f726949ef24b25fdab05caec69f746_raw.jpg,2.2,2.3,,0,0
Root Beer Cane Sugar,Boylan Bottling Co,Root Beer,0,0,,,,,,,,4,30/10/2015 22:38,https://untappd.com/c/240338208,https://untappd.com/beer/1153113,https://untappd.com/brewery/213347,United States,,,,,,240338208,1153113,213347,https://untappd.s3.amazonaws.com/photo/2015_10_30/9d6e418c9ab5d2d0c3d76f4c6559a8fd_raw.jpg,0,0,,0,0
Bavaria 0.0% Wit,Royal Swinkels Family Brewers,Non-Alcoholic Beer,0,6,Nice,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,4,09/01/2016 23:09,https://untappd.com/c/265345590,https://untappd.com/beer/16805,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord-Brabant,,,,265345590,16805,109,https://untappd.s3.amazonaws.com/photo/2016_01_09/0412e2c13929a67c31dcc8e9083bd1ce_raw.jpg,2.56,2.59,,1,0
Bavaria 0.0% Wit,Royal Swinkels Family Brewers,Non-Alcoholic Beer,0,6,,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,3.75,20/01/2016 18:18,https://untappd.com/c/268697024,https://untappd.com/beer/16805,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord-Brabant,,,,268697024,16805,109,https://untappd.s3.amazonaws.com/photo/2016_01_20/592d91b8e645ed83c063ca05e10b3606_raw.jpg,2.56,2.59,,0,0
Old Jamaican Jerk Juice,Dr Lea's Brewhouse,Ginger Beer,0,0,Big ginger warming that creeps up on you.,Lincoln,Lincolnshire,Lincolnshire,United Kingdom,53.2275,-0.54021,4.25,07/02/2016 13:10,https://untappd.com/c/274937235,https://untappd.com/beer/1420259,https://untappd.com/brewery/251553,England,,,,,,274937235,1420259,251553,https://untappd.s3.amazonaws.com/photo/2016_02_07/2f37fc70948743740880b74886d8be5b_raw.jpg,3.2,3.25,,1,0
Maisel's Weisse Alkoholfrei,Brauerei Gebr. Maisel,Non-Alcoholic Beer,0,10,,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,4.25,12/03/2016 22:00,https://untappd.com/c/287120389,https://untappd.com/beer/78975,https://untappd.com/brewery/209,Germany,Bayreuth,Bayern,,,,287120389,78975,209,https://untappd.s3.amazonaws.com/photo/2016_03_12/f83e73f2ca79cef04303af119581da27_raw.jpg,3.18,3.2,,0,0
Bavaria 0.0% Wit,Royal Swinkels Family Brewers,Non-Alcoholic Beer,0,6,I do like these!,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,4.25,02/04/2016 10:33,https://untappd.com/c/294841135,https://untappd.com/beer/16805,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord-Brabant,,,,294841135,16805,109,,2.56,2.59,,0,0
Bavaria 0.0% Wit,Royal Swinkels Family Brewers,Non-Alcoholic Beer,0,6,Still love these. Nice foamy head which lasts until the end,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,4.25,02/05/2016 15:06,https://untappd.com/c/306674759,https://untappd.com/beer/16805,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord-Brabant,,,,306674759,16805,109,https://untappd.s3.amazonaws.com/photo/2016_05_02/db367b1264218f37589047f96cc20e51_raw.jpg,2.56,2.59,,1,0
Old Jamaica Ginger Beer,Desnoes & Geddes,Ginger Beer,0,0,Nice and sweet then the dry heat from the ginger. Check out the beer flavoured jelly beans!,Teapot Island,Maidstone,Kent,United Kingdom,51.2217,0.418199,4,04/08/2016 21:55,https://untappd.com/c/344220813,https://untappd.com/beer/1631441,https://untappd.com/brewery/442,Jamaica,Kingston,Surrey County,,,,344220813,1631441,442,https://untappd.s3.amazonaws.com/photo/2016_08_04/77cfb3b801ff680509930890ff5141ec_raw.jpg,0,0,,0,0
Bavaria 0.0%,Royal Swinkels Family Brewers,Non-Alcoholic Beer,0,18,Worst smelling beer ever! Tastes like a sparkling malt drink,,,,,,,1.5,18/08/2016 23:43,https://untappd.com/c/349905384,https://untappd.com/beer/17855,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord-Brabant,,,,349905384,17855,109,https://untappd.s3.amazonaws.com/photo/2016_08_18/b1aaa69e7704d0b7b8753d26300750a1_raw.jpg,2.03,2.06,,0,0
Ginger Beer,Square Root London,Ginger Beer,0,0,,Westfield Stratford City,Stratford,Greater London,United Kingdom,51.5429,-0.00690937,2.75,26/08/2016 17:13,https://untappd.com/c/352826889,https://untappd.com/beer/1077177,https://untappd.com/brewery/201702,England,,,,,,352826889,1077177,201702,https://untappd.s3.amazonaws.com/photo/2016_08_26/33e0b6525b75e968e4ee59e25ba7407c_raw.jpg,0,0,,1,0
Mango,Kingswood Cider,Cider - Traditional,0,0,No mango,Hythe Cricket Club,Hythe,Kent,United Kingdom,51.0686,1.08647,2.75,29/08/2016 20:30,https://untappd.com/c/354460803,https://untappd.com/beer/1557203,https://untappd.com/brewery/141674,England,Canterbury,Kent,,,,354460803,1557203,141674,,3.06,3.62,,0,0
Blackcurrant,Kingswood Cider,Cider - Traditional,0,0,Not much blackcurrant evident. All the flavours were so simlar,Hythe Cricket Club,Hythe,Kent,United Kingdom,51.0686,1.08647,,01/09/2016 14:53,https://untappd.com/c/355116572,https://untappd.com/beer/1713702,https://untappd.com/brewery/141674,England,Canterbury,Kent,,,,355116572,1713702,141674,,0,3.57,,0,0
Root Beer,Tropical Sun,Root Beer,0,0,,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,3.25,13/09/2016 23:57,https://untappd.com/c/360059277,https://untappd.com/beer/1478062,https://untappd.com/brewery/58664,England,Brixton,England,,,,360059277,1478062,58664,https://untappd.s3.amazonaws.com/photo/2016_09_13/d1ea1468d3ee08b1afc1049a10d4295c_raw.jpg,2.55,3.58,,1,2
Mighty Malt,Grace Foods UK,Non-Alcoholic Beer,0,0,Malt and then a ton of sugar. Apparently there are hops in it! Sickly sweet,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,0.25,15/09/2016 23:49,https://untappd.com/c/360561810,https://untappd.com/beer/1408940,https://untappd.com/brewery/249996,England,,,,,,360561810,1408940,249996,https://untappd.s3.amazonaws.com/photo/2016_09_15/8119f4a205b439c79e945e82e45af908_raw.jpg,0,0,,0,0
Maltina Classic,Nigerian Breweries PLC,Malt Beer,0,0,Jank. flavourly.com/LUCAS676V - get a new/second account and get 10 beers for a tenner! All welcome to use the link,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,1.25,19/09/2016 00:20,https://untappd.com/c/362191180,https://untappd.com/beer/778603,https://untappd.com/brewery/5948,Nigeria,Iganmu,Lagos,,,,362191180,778603,5948,https://untappd.s3.amazonaws.com/photo/2016_09_18/b46d5010250bb783498ec98d8a6bbd01_raw.jpg,1.89,3.07,,1,0
Supermalt Original,Royal Unibrew,Malt Beer,0,0,Really don't like these. flavourly.com/LUCAS676V - get a new/second account and get 10 beers for a tenner! All welcome to use link,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,1.25,20/09/2016 21:53,https://untappd.com/c/362569323,https://untappd.com/beer/741689,https://untappd.com/brewery/2480,Denmark,Fakse,Region Sjælland,,,,362569323,741689,2480,https://untappd.s3.amazonaws.com/photo/2016_09_20/97d0b1075a72e3d1c8d0a98c185faf5f_raw.jpg,1.58,1.95,,0,0
Barbican Pineapple,Aujan Industries Co.,Non-Alcoholic Beer,0,0,"Sweet and sugary soft drink with some malt, hops and pineapple flavour",Changkat Bukit Bintang,Kuala Lumpur,Kuala Lumpur,Malaysia,3.1476,101.708,2.5,29/01/2017 23:01,https://untappd.com/c/411540820,https://untappd.com/beer/438219,https://untappd.com/brewery/4696,United Arab Emirates,Dubai,Dubai,,,,411540820,438219,4696,https://untappd.s3.amazonaws.com/photo/2017_01_29/0ca7bfd1a7e8c89162e4fbba98b569ba_raw.jpg,2.42,2.97,,1,0
"Gösser 0,0% Naturbier",Brauerei Göss,Non-Alcoholic Beer,0,0,Smelt and tasted close to a regular alcoholic pale lager - pretty shit,,,,,,,2,29/04/2017 19:37,https://untappd.com/c/446045517,https://untappd.com/beer/1646076,https://untappd.com/brewery/79530,Austria,Leoben,Steiermark,,salavat,Bottle,446045517,1646076,79530,https://untappd.s3.amazonaws.com/photo/2017_04_29/74368b55a189884dd5b618918b7ab802_raw.jpg,2.47,2.94,,1,0
Amstel 0.0,Amstel Bier,Non-Alcoholic Beer,0,0,"Sweet, but definitely one of the better non-alcoholic beers.",,,,,,,3,05/05/2017 20:44,https://untappd.com/c/448270942,https://untappd.com/beer/345182,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,Zuid-Holland,,salavat,Can,448270942,345182,37,https://untappd.s3.amazonaws.com/photo/2017_05_05/804938d97bcd4d5dae3b586f7c5e8d1c_raw.jpg,1.92,1.97,,0,0
"Hoegaarden Wit / Blanche 0,0 %",Brouwerij Hoegaarden,Non-Alcoholic Beer,0,0,Nice!,,,,,,,3.5,18/05/2017 17:48,https://untappd.com/c/453511034,https://untappd.com/beer/117913,https://untappd.com/brewery/302,Belgium,Hoegaarden,Vlaanderen,"fruity,light,sweet",salavat,Can,453511034,117913,302,https://untappd.s3.amazonaws.com/photo/2017_05_18/fa147e31cb6d208c5f760b9c11d72b94_raw.jpg,2.7,2.75,,2,0
Heineken 0.0,Heineken,Non-Alcoholic Beer,0,0,Slightly metallic taste and too gassy,,,,,,,1.5,27/05/2017 14:22,https://untappd.com/c/457342542,https://untappd.com/beer/1977303,https://untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,thin,salavat,Can,457342542,1977303,1400,https://untappd.s3.amazonaws.com/photo/2017_05_27/72155638b888cbeeccee9e1ab604b685_raw.jpg,2.3,2.31,,0,0
Root Beer,Boylan Bridge Brewpub,Root Beer,0,0,Not sure I like root beer as much as I used to! A bit too gassy maybe,Bellwoods Brewery,Toronto,ON,Canada,43.6471,-79.42,3.25,04/06/2017 13:07,https://untappd.com/c/461208112,https://untappd.com/beer/1660374,https://untappd.com/brewery/1828,United States,Raleigh,NC,"fruity,sweet,sweetness",,Bottle,461208112,1660374,1828,https://untappd.s3.amazonaws.com/photo/2017_06_04/dfae5c15965922fdc892ac4a5aaf0941_raw.jpg,3.25,3.44,,2,0
Root Beer,Mill Street Brewery,Root Beer,0,0,Root beer on draft!,,,,,,,3.25,12/06/2017 22:26,https://untappd.com/c/464590177,https://untappd.com/beer/278428,https://untappd.com/brewery/1695,Canada,Toronto,ON,sweet,The Distillery Historic District,Draft,464590177,278428,1695,https://untappd.s3.amazonaws.com/photo/2017_06_13/fa1a979da56dcd1bdea52b61cfb0cfb3_raw.jpg,3.61,3.64,,0,0
Malta,Desnoes & Geddes,Non-Alcoholic Beer,0,0,My fave malt drink so far. That's not saying much though! Less sweet than the others I've tried,Negril,Westmoreland Parish,Jamaica,Jamaica,18.337,-78.3381,2.75,13/06/2017 19:21,https://untappd.com/c/464778968,https://untappd.com/beer/699924,https://untappd.com/brewery/442,Jamaica,Kingston,Surrey County,"malty,sweet",,Bottle,464778968,699924,442,https://untappd.s3.amazonaws.com/photo/2017_06_14/0c55c955e59632cb09fa4c097f60dad9_raw.jpg,1.28,3.3,,0,0
Vita Malt Ginger,Royal Unibrew,Non-Alcoholic Beer,0,0,Not bad. Subtle ginger,Rooms on the Beach Hotel Negril,Negril,Parish of Westmoreland,Jamaica,18.2938,-78.3391,3.25,14/06/2017 19:25,https://untappd.com/c/465066695,https://untappd.com/beer/858187,https://untappd.com/brewery/2480,Denmark,Fakse,Region Sjælland,"sweet,dark",,Bottle,465066695,858187,2480,https://untappd.s3.amazonaws.com/photo/2017_06_15/1ceddc449f1f3654ecde34e0138e163c_raw.jpg,1.98,3.04,,0,0
Ginger Ale,Seagram's Escapes ,Ginger Beer,0,0,Very light flavour. Plane drink,,,,,,,3,16/06/2017 07:16,https://untappd.com/c/465531532,https://untappd.com/beer/1913975,https://untappd.com/brewery/18630,United States,Rochester,NY,,,Can,465531532,1913975,18630,https://untappd.s3.amazonaws.com/photo/2017_06_16/a8d4630b190eb4f36c2e38cc9116b782_raw.jpg,3.18,3.57,,1,0
Malta,Cerveceria Bucanero,Malt Beer,0,0,,,,,,,,3,03/07/2017 23:31,https://untappd.com/c/473297538,https://untappd.com/beer/606781,https://untappd.com/brewery/365,Cuba,Holguin,Holguín,sweet,"Havana, Cuba",Can,473297538,606781,365,https://untappd.s3.amazonaws.com/photo/2017_07_03/1a4734a01a3a6adc23c06f7cc1d88e70_raw.jpg,1.7,2.79,,1,0
Hyper Malt,Harboes Bryggeri,Malt Beer,0,0,Too sweet,,,,,,,1.5,03/07/2017 23:50,https://untappd.com/c/473308738,https://untappd.com/beer/506806,https://untappd.com/brewery/3872,Denmark,Skælskør,Region Sjælland,sweet,,Can,473308738,506806,3872,https://untappd.s3.amazonaws.com/photo/2017_07_03/b52ad4746a7726b6dcf0f96dc1df3d1c_raw.jpg,1.61,2.91,,1,0
Barbican Lemon,Aujan Industries Co.,Non-Alcoholic Beer,0,0,Better than the pineapple one.,Bonna Annee,أبوظبي,أبوظبي,الإمارات العربية المتحدة,24.4892,54.381,3,17/07/2017 09:02,https://untappd.com/c/479234703,https://untappd.com/beer/358892,https://untappd.com/brewery/4696,United Arab Emirates,Dubai,Dubai,lemony,,Bottle,479234703,358892,4696,https://untappd.s3.amazonaws.com/photo/2017_07_17/ce0d21e0028e49f453ff87199460fc48_raw.jpg,2.3,2.9,,0,0
Guinness Zero ABV,Guinness,Non-Alcoholic Beer,0,0,Doesn't taste anything like a beer. But a nice sparkling sweet coffee/chocolate drink nonetheless.,,,,,,,3,22/07/2017 12:00,https://untappd.com/c/481044694,https://untappd.com/beer/812025,https://untappd.com/brewery/49,Ireland,Saint James' Gate,Leinster,"sweet,coffee,chocolate",Jakarta Pusat,Can,481044694,812025,49,https://untappd.s3.amazonaws.com/photo/2017_07_22/ad0a0afb2b2d9ccc0f200fcfc8c14501_raw.jpg,1.49,2.79,,0,0
Bintang Zero,PT Multi Bintang Indonesia Tbk.,Non-Alcoholic Beer,0,0,So sweet! Nothing like a beer,,,,,,,2.5,31/07/2017 22:35,https://untappd.com/c/485271035,https://untappd.com/beer/7162,https://untappd.com/brewery/2885,Indonesia,Tangerang,Banten,sweet,,Can,485271035,7162,2885,https://untappd.s3.amazonaws.com/photo/2017_07_31/bbf62c43913133831edb04bcf9acaf93_raw.jpg,1.34,2.22,,0,0
Guinness Zero ABV Ginseng & Zesty Lime,Guinness,Non-Alcoholic Beer,0,0,Earthiness from the ginseng works really well.,,,,,,,3.5,31/07/2017 22:39,https://untappd.com/c/485271368,https://untappd.com/beer/2234921,https://untappd.com/brewery/49,Ireland,Saint James' Gate,Leinster,,,Can,485271368,2234921,49,https://untappd.s3.amazonaws.com/photo/2017_07_31/0f8ea5808d008c3ffb303c2ee643769a_raw.jpg,1.57,3.23,,0,0
Ginger Beer,Fever-Tree Premium Mixers,Non-Alcoholic Beer,0,0,,,,,,,,,06/08/2017 12:46,https://untappd.com/c/487847045,https://untappd.com/beer/2095302,https://untappd.com/brewery/340802,England,,,,,,487847045,2095302,340802,,0,0,,0,0
Peaches And Cream,Hot Water Brewing Co.,Cream Ale,0,0,Peaches and cream balanced with some hop bitterness. My fave cream ale thus far.,,,,,,,4,24/08/2017 03:16,https://untappd.com/c/494989618,https://untappd.com/beer/2122627,https://untappd.com/brewery/86922,New Zealand,Whenuakite,Waikato,,Hot Water Brewing Co,Draft,494989618,2122627,86922,https://untappd.s3.amazonaws.com/photo/2017_08_24/d96c819c1a197d4e30b16b8ae643c6bb_raw.jpg,3.53,3.62,,0,0
Bavaria 0.0% Wit,Royal Swinkels Family Brewers,Non-Alcoholic Beer,0,6,The novelty has worn off. Still one of the better non-alcs.,Bakı / Baku / Баку (Bakı),,Bakı,Azərbaycan,40.3848,49.8292,3.5,14/09/2017 21:40,https://untappd.com/c/503484580,https://untappd.com/beer/16805,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord-Brabant,,Bravo,Bottle,503484580,16805,109,https://untappd.s3.amazonaws.com/photo/2017_09_14/008d0288db840b978eab5d8ff79b1f42_raw.jpg,2.56,2.59,,0,0
Starapraga,Obolon (Оболонь),Non-Alcoholic Beer,0,0,,,,,,,,2.5,16/09/2017 22:54,https://untappd.com/c/504473133,https://untappd.com/beer/1703919,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,Bravo,Bottle,504473133,1703919,3260,https://untappd.s3.amazonaws.com/photo/2017_09_16/bfda504331fba833b4c2b7ad82bc8602_raw.jpg,0,3.6,,2,0
Efes Zero,Anadolu Efes,Non-Alcoholic Beer,0,0,,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,2.75,27/09/2017 23:11,https://untappd.com/c/508566537,https://untappd.com/beer/382681,https://untappd.com/brewery/4568,Turkey,Istanbul,Istanbul,sweet,,Bottle,508566537,382681,4568,https://untappd.s3.amazonaws.com/photo/2017_09_27/a37250d6aecce23dd3eea1a5d2db963b_raw.jpg,1.87,3.03,,1,0
Fiery And Aromatic Ginger Beer,Waitrose,Ginger Beer,0,0,,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,4,15/10/2017 11:03,https://untappd.com/c/515756312,https://untappd.com/beer/2338255,https://untappd.com/brewery/23230,England,Crowthorne,Bracknell Forest,,,Can,515756312,2338255,23230,https://untappd.s3.amazonaws.com/photo/2017_10_15/88ed644f7295274249641e176be51374_raw.jpg,0,0,,0,0
Creamsicle,The Witches Brew,Kombucha,0,0,Very late check-in from Toronto. An awesome orange juice and coconut kombucha.,,,,,,,4,24/01/2018 23:27,https://untappd.com/c/554227700,https://untappd.com/beer/2484871,https://untappd.com/brewery/380043,Canada,,,,The Craft - Brasserie & Grille,Draft,554227700,2484871,380043,https://untappd.s3.amazonaws.com/photos/2018_01_24/83390620fcc60ccdf4f99e15e7fc3b6c_raw.jpg,0,3.61,,1,0
Kvass,Cafe Pushkin,Kvass,0,0,"Best kvass I’ve had, made on site in their kitchen. Lower carbonation and a depth and subtlety you don’t get with the mass produced stuff.",,,,,,,4.5,11/02/2018 16:45,https://untappd.com/c/560989606,https://untappd.com/beer/2510062,https://untappd.com/brewery/382087,Russia,,,,Cafe Pushkin (Кафе Пушкинъ),,560989606,2510062,382087,https://untappd.s3.amazonaws.com/photos/2018_02_11/5dfa4b3712096d407d0079f47778dc1f_raw.jpg,0,3.62,,1,0
Nealkoholinis,Rinkuškiai,Non-Alcoholic Beer,0,0,Just an ok non-alc.,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,3,08/03/2018 22:00,https://untappd.com/c/570059351,https://untappd.com/beer/2258443,https://untappd.com/brewery/11051,Lithuania,Biržų k,Biržų r.,,Pribaltika,Bottle,570059351,2258443,11051,https://untappd.s3.amazonaws.com/photos/2018_03_08/8d468c99d38da5bf68d66de2d081bfd0_raw.jpg,2.15,2.82,,0,0
Nealkoholinis IPA,Rinkuškiai,Non-Alcoholic Beer,0,0,"In Azerbaijan, sometimes you have to make do with a non-alcoholic ipa.",Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,2.5,11/03/2018 22:03,https://untappd.com/c/571771230,https://untappd.com/beer/2535757,https://untappd.com/brewery/11051,Lithuania,Biržų k,Biržų r.,,Pribaltika,Bottle,571771230,2535757,11051,https://untappd.s3.amazonaws.com/photos/2018_03_11/419214e1382c4e4a341222e308381c44_raw.jpg,2.21,2.55,,0,0
Ginger Beer Traditional Cloudy,John Crabbie & Co,Non-Alcoholic Beer,0,5,Decent burn from the ginger. Not that sweet.,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,3.5,13/03/2018 21:55,https://untappd.com/c/572316995,https://untappd.com/beer/498764,https://untappd.com/brewery/5016,Scotland,Glasgow,Glasgow City,"spicy,ginger",Pribaltika,Bottle,572316995,498764,5016,https://untappd.s3.amazonaws.com/photos/2018_03_13/fad897c0313b809ab667bfd00e00a931_raw.jpg,3.28,3.36,,0,0
Lacplesis Bezalkoholiskais,SIA Cido Grupa,Non-Alcoholic Beer,0,0,Extremely light and watery.,Pik Palace,Gusar,Qusar Rayon,Azərbaycan,41.3184,48.1351,1.5,16/03/2018 20:37,https://untappd.com/c/573183353,https://untappd.com/beer/437379,https://untappd.com/brewery/5892,Latvia,Riga,Vidzeme,,,Can,573183353,437379,5892,https://untappd.s3.amazonaws.com/photos/2018_03_16/24ecbaa3bb5a6db44a4040f89cfd8598_raw.jpg,2.33,3.32,,0,0
Nealkoholinis,Kalnapilis Brewery,Non-Alcoholic Beer,0,0,,Pik Palace,Gusar,Qusar Rayon,Azərbaycan,41.3184,48.1351,1.75,17/03/2018 21:06,https://untappd.com/c/573835387,https://untappd.com/beer/1034338,https://untappd.com/brewery/13967,Lithuania,Panevezys,Panevėžio apskritis,light,,Can,573835387,1034338,13967,https://untappd.s3.amazonaws.com/photos/2018_03_17/1db2d103881f3ae36d4c1e8fdc69e1a4_raw.jpg,2.64,3.09,,1,0
Scottish Raspberry Non-alcoholic,John Crabbie & Co,Ginger Beer,0,0,Great soft drink.,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,4.25,23/03/2018 22:36,https://untappd.com/c/576021061,https://untappd.com/beer/947764,https://untappd.com/brewery/5016,Scotland,Glasgow,Glasgow City,"sweet,raspberry",Pribaltika,Bottle,576021061,947764,5016,https://untappd.s3.amazonaws.com/photos/2018_03_23/0e2128c622fc8bf49e3af3f411d6eb66_raw.jpg,3.14,3.5,,0,0
Kvas,Mari Vanna,Kvass,0,0,Think this was a bad batch or the dregs. Completely flat and almost unrecognisable as a kvass. Very little flavour.,Mari Vanna,Bakı,Baki,Azərbaycan,40.3728,49.8493,1.5,24/04/2018 09:47,https://untappd.com/c/589525021,https://untappd.com/beer/2617700,https://untappd.com/brewery/390140,Azerbaijan,Baku,Bakı İnzibati Ərazisi,,Mari Vanna,Growler,589525021,2617700,390140,https://untappd.s3.amazonaws.com/photos/2018_04_24/6c6f9bdb9157dc54b775adbc5f202703_raw.jpg,0,3.62,,1,0
Kvas (Кьас),Korchma (Korçma),Kvass,0,0,Lovely kvass with some small grapes thrown in! Made on site at this Ukrainian restaurant.,Korçma,,,Azərbaycan,40.3773,49.8462,4,13/05/2018 09:47,https://untappd.com/c/597811742,https://untappd.com/beer/2648666,https://untappd.com/brewery/392332,Azerbaijan,,,,Korçma,Growler,597811742,2648666,392332,https://untappd.s3.amazonaws.com/photos/2018_05_13/bc4dc2192d2c1c5af9369c29cb8dc9d7_raw.jpg,0,3.62,,0,0
Kvas,Mari Vanna,Kvass,0,0,Much better than the first time I tried their kvas. Still too thin and watery compared to most others.,Mari Vanna,Bakı,Baki,Azərbaycan,40.3728,49.8493,3,03/06/2018 13:40,https://untappd.com/c/606967748,https://untappd.com/beer/2617700,https://untappd.com/brewery/390140,Azerbaijan,Baku,Bakı İnzibati Ərazisi,,Mari Vanna,Growler,606967748,2617700,390140,https://untappd.s3.amazonaws.com/photos/2018_06_03/0116a44797d6e01b744e0dd30862fc8a_raw.jpg,0,3.62,,2,3
Хлебное Зёрнышко,Akva-Kristall (Аква-Кристалл),Kvass,0,0,,,,,,,,3,07/07/2018 20:28,https://untappd.com/c/621690366,https://untappd.com/beer/2685143,https://untappd.com/brewery/395007,Russia,Nal'chik,Кабардино-Балкария,,Bravo,Bottle,621690366,2685143,395007,https://untappd.s3.amazonaws.com/photos/2018_07_07/ffaa0e4fdbbfc8ca688d3238d5deb0b5_raw.jpg,0,3.55,,0,0
Clausthaler Radler Alkoholfrei / Radler Lemon,Radeberger Gruppe,Non-Alcoholic Beer,0,0,"Not too much lemon, which is good.",,,,,,,3,10/08/2018 15:40,https://untappd.com/c/636665721,https://untappd.com/beer/297658,https://untappd.com/brewery/4936,Germany,Frankfurt am Main,Hessen,"lemony,light,sweet",Windhoek,Can,636665721,297658,4936,https://untappd.s3.amazonaws.com/photos/2018_08_11/fe47f8c741bb3a7b8f47efefd55f04cc_raw.jpg,2.59,2.63,,0,0
Brew Kombucha,Brew Kombucha,Kombucha,0,0,Nice and vinegary.,,,,,,,3.75,29/08/2018 08:19,https://untappd.com/c/644934404,https://untappd.com/beer/2330716,https://untappd.com/brewery/364716,South Africa,Cape Town,,,The Poké Co.,Bottle,644934404,2330716,364716,https://untappd.s3.amazonaws.com/photos/2018_08_29/e63e3df2c20c70bf66b276211e26da1d_raw.jpg,0,3.61,,0,0
Bavaria 0.0% Pomegranate,Royal Swinkels Family Brewers,Non-Alcoholic Beer,0,10,Sparkling pomegranate. Didn’t finish it.,,,,,,,1.75,08/09/2018 09:47,https://untappd.com/c/649117058,https://untappd.com/beer/435785,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord-Brabant,"sparkling,bubbly",,Bottle,649117058,435785,109,https://untappd.s3.amazonaws.com/photos/2018_09_08/d975c225afdfa037138ef0b8148157d5_raw.jpg,2.45,2.95,,0,0
